bsm_id,bsm_scientific_name,bsm_common_name,bsm_species_id,exists_in_wt
1696,Cryptopezus nattereri,Speckle-breasted Antpitta,,f
1698,Cryptospiza reichenovii,Red-faced Crimsonwing,,t
1699,Cryptosylvicola randrianasoloi,Cryptic Warbler,,f
1700,Crypturellus atrocapillus,Black-capped Tinamou,,t
1701,Crypturellus bartletti,Bartlett's Tinamou,,t
1703,Crypturellus cinereus,Cinereous Tinamou,,t
1705,Crypturellus duidae,Grey-legged Tinamou,,t
1706,Crypturellus erythropus,Red-legged Tinamou,,t
1707,Crypturellus noctivagus,Yellow-legged Tinamou,,t
1708,Crypturellus obsoletus,Brown Tinamou,,t
1709,Crypturellus parvirostris,Small-billed Tinamou,,t
1711,Crypturellus strigulosus,Brazilian Tinamou,,t
1712,Crypturellus tataupa,Tataupa Tinamou,,t
1713,Crypturellus transfasciatus,Pale-browed Tinamou,,t
1714,Crypturellus undulatus,Undulated Tinamou,,t
1715,Crypturellus variegatus,Variegated Tinamou,,t
1718,Cuculus gularis,African Cuckoo,,t
1719,Cuculus lepidus,Sunda Cuckoo,,t
1720,Cuculus micropterus,Indian Cuckoo,,t
1722,Cuculus poliocephalus,Lesser Cuckoo,,t
1723,Cuculus rochii,Madagascar Cuckoo,,t
1724,Cuculus saturatus,Himalayan Cuckoo,,t
1725,Cuculus solitarius,Red-chested Cuckoo,,t
1726,Culicicapa ceylonensis,Grey-headed Canary-Flycatcher,,t
1727,Culicicapa helianthea,Citrine Canary-Flycatcher,,t
1728,Culicivora caudacuta,Sharp-tailed Tyrant,,t
1729,Curaeus curaeus,Austral Blackbird,,t
1730,Curruca boehmi,Banded Parisoma,,f
1731,Curruca communis,Common Whitethroat,,f
1732,Curruca conspicillata,Spectacled Warbler,,f
1733,Curruca crassirostris,Eastern Orphean Warbler,,f
1735,Curruca hortensis,Western Orphean Warbler,,f
1736,Curruca iberiae,Western Subalpine Warbler,,f
1737,Curruca melanocephala,Sardinian Warbler,,f
1738,Curruca nisoria,Barred Warbler,,f
1739,Curruca subcoerulea,Chestnut-vented Warbler,,f
1740,Curruca undata,Dartford Warbler,,f
1741,Cutia legalleni,Vietnamese Cutia,,f
1742,Cutia nipalensis,Himalayan Cutia,,t
1745,Cyanicterus cyanicterus,Blue-backed Tanager,,t
1746,Cyanistes caeruleus,Eurasian Blue Tit,,t
1747,Cyanistes cyanus,Azure Tit,,t
1748,Cyanistes teneriffae,African Blue Tit,,t
1754,Cyanocorax caeruleus,Azure Jay,,t
1755,Cyanocorax cayanus,Cayenne Jay,,t
1756,Cyanocorax chrysops,Plush-crested Jay,,t
1757,Cyanocorax cristatellus,Curl-crested Jay,,t
1758,Cyanocorax cyanomelas,Purplish Jay,,t
1759,Cyanocorax cyanopogon,White-naped Jay,,t
1762,Cyanocorax mystacalis,White-tailed Jay,,t
1764,Cyanocorax violaceus,Violaceous Jay,,t
1767,Cyanoderma ambiguum,Buff-chested Babbler,,t
1768,Cyanoderma chrysaeum,Golden Babbler,,t
1769,Cyanoderma erythropterum,Chestnut-winged Babbler,,t
1770,Cyanoderma melanothorax,Crescent-chested Babbler,,t
1771,Cyanoderma pyrrhops,Black-chinned Babbler,,t
1772,Cyanoderma ruficeps,Rufous-capped Babbler,,t
1773,Cyanoderma rufifrons,Rufous-fronted Babbler,,t
1774,Cyanolanius madagascarinus,Madagascar Blue Vanga,,f
1775,Cyanoliseus patagonus,Burrowing Parakeet,,t
1776,Cyanoloxia brissonii,Ultramarine Grosbeak,,t
1778,Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,,t
1779,Cyanoloxia rothschildii,Amazonian Grosbeak,,t
1780,Cyanolyca armillata,Black-collared Jay,,t
1784,Cyanolyca pulchra,Beautiful Jay,,t
1786,Cyanolyca turcosa,Turquoise Jay,,t
1787,Cyanolyca viridicyanus,White-collared Jay,,t
1788,Cyanomitra cyanolaema,Blue-throated Brown Sunbird,,f
1789,Cyanomitra olivacea,Olive Sunbird,,t
1790,Cyanomitra veroxii,Mouse-coloured Sunbird,,t
1791,Cyanomitra verticalis,Green-headed Sunbird,,t
1792,Cyanopica cooki,Iberian Magpie,,t
1793,Cyanopica cyanus,Azure-winged Magpie,,t
1794,Cyanoptila cumatilis,Zappey's Flycatcher,,t
1795,Cyanoptila cyanomelana,Blue-and-white Flycatcher,,t
1796,Cyanoramphus novaezelandiae,Red-crowned Parakeet,,t
1798,Cyclarhis nigrirostris,Black-billed Peppershrike,,t
1799,Cygnus atratus,Black Swan,,t
1801,Cygnus columbianus,Bewick's Swan,2648,t
1803,Cygnus melancoryphus,Black-necked Swan,,t
1806,Cymbilaimus sanctaemariae,Bamboo Antshrike,,t
1807,Cymbirhynchus macrorhynchos,Black-and-red Broadbill,,t
1809,Cyornis caerulatus,Sunda Blue Flycatcher,,t
1810,Cyornis concretus,White-tailed Flycatcher,,t
1811,Cyornis glaucicomans,Chinese Blue Flycatcher,,t
1812,Cyornis hainanus,Hainan Blue Flycatcher,,t
1813,Cyornis hoevelli,Blue-fronted Flycatcher,,t
1814,Cyornis olivaceus,Fulvous-chested Jungle Flycatcher,,t
1815,Cyornis omissus,Sulawesi Blue Flycatcher,,t
1816,Cyornis pallidipes,White-bellied Blue Flycatcher,,t
1817,Cyornis poliogenys,Pale-chinned Flycatcher,,t
1818,Cyornis rubeculoides,Blue-throated Flycatcher,,t
1819,Cyornis rufigastra,Mangrove Blue Flycatcher,,t
1820,Cyornis sumatrensis,Indochinese Blue Flycatcher,,f
1821,Cyornis superbus,Bornean Blue Flycatcher,,t
1822,Cyornis tickelliae,Tickell's Blue Flycatcher,,t
1823,Cyornis turcosus,Malaysian Blue Flycatcher,,t
1824,Cyornis umbratilis,Grey-chested Jungle Flycatcher,,t
1825,Cyornis unicolor,Pale Blue Flycatcher,,t
1826,Cyornis whitei,Hill Blue Flycatcher,,f
1827,Cyphorhinus arada,Musician Wren,,t
1829,Cyphorhinus thoracicus,Chestnut-breasted Wren,,t
1831,Cypsiurus balasiensis,Asian Palm Swift,,t
1832,Cypsiurus parvus,African Palm Swift,,t
1833,Cypsnagra hirundinacea,White-rumped Tanager,,t
1836,Cyrtoxipha columbiana,Columbian Trig,,f
1837,Dacelo gaudichaud,Rufous-bellied Kookaburra,,t
1838,Dacelo leachii,Blue-winged Kookaburra,,t
1839,Dacelo novaeguineae,Laughing Kookaburra,,t
1841,Dacnis flaviventer,Yellow-bellied Dacnis,,t
1842,Dacnis lineata,Black-faced Dacnis,,t
1845,Daphoenositta chrysoptera,Varied Sittella,,t
1846,Daption capense,Cape Petrel,,f
1847,Daptrius ater,Black Caracara,,t
1848,Dasylophus cumingi,Scale-feathered Malkoha,,t
1849,Dasyornis brachypterus,Eastern Bristlebird,,t
1850,Dasyornis broadbenti,Rufous Bristlebird,,t
1851,Dasyornis longirostris,Western Bristlebird,,t
1853,Delichon dasypus,Asian House Martin,,t
1854,Delichon urbicum,Western House Martin,2314,t
1857,Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,,t
1861,Dendrocincla merula,White-chinned Woodcreeper,,t
1862,Dendrocincla turdina,Plain-winged Woodcreeper,,t
1863,Dendrocincla tyrannina,Tyrannine Woodcreeper,,t
1864,Dendrocitta cinerascens,Bornean Treepie,,t
1865,Dendrocitta formosae,Grey Treepie,,t
1866,Dendrocitta leucogastra,White-bellied Treepie,,t
1867,Dendrocitta vagabunda,Rufous Treepie,,t
1868,Dendrocolaptes certhia,Amazonian Barred-Woodcreeper,,t
1870,Dendrocolaptes platyrostris,Planalto Woodcreeper,,t
1872,Dendrocopos analis,Freckle-breasted Woodpecker,,t
1873,Dendrocopos darjellensis,Darjeeling Woodpecker,,t
1874,Dendrocopos himalayensis,Himalayan Woodpecker,,t
1875,Dendrocopos hyperythrus,Rufous-bellied Woodpecker,,t
1876,Dendrocopos leucopterus,White-winged Woodpecker,,t
1878,Dendrocopos macei,Fulvous-breasted Woodpecker,,t
1881,Dendrocoptes auriceps,Brown-fronted Woodpecker,,t
1882,Dendrocoptes medius,Middle Spotted Woodpecker,,t
1883,Dendrocygna arcuata,Wandering Whistling-Duck,,t
1886,Dendrocygna eytoni,Plumed Whistling-Duck,,t
1887,Dendrocygna javanica,Lesser Whistling-Duck,,t
1889,Dendroma erythroptera,Chestnut-winged Foliage-gleaner,,f
1891,Dendronanthus indicus,Forest Wagtail,,t
1896,Deroptyus accipitrinus,Red-fan Parrot,,t
1897,Dicaeum aeneum,Midget Flowerpecker,,t
1898,Dicaeum agile,Thick-billed Flowerpecker,,t
1899,Dicaeum australe,Red-keeled Flowerpecker,,t
1900,Dicaeum chrysorrheum,Yellow-vented Flowerpecker,,t
1901,Dicaeum concolor,Nilgiri Flowerpecker,,t
1902,Dicaeum cruentatum,Scarlet-backed Flowerpecker,,t
1903,Dicaeum erythrorhynchos,Pale-billed Flowerpecker,,t
1904,Dicaeum hirundinaceum,Mistletoebird,,t
1905,Dicaeum ignipectus,Fire-breasted Flowerpecker,,t
1906,Dicaeum minullum,Plain Flowerpecker,,t
1907,Dicaeum pygmaeum,Pygmy Flowerpecker,,t
1908,Dicaeum trigonostigma,Orange-bellied Flowerpecker,,t
1909,Dicaeum tristrami,Mottled Flowerpecker,,t
1910,Dichrozona cincta,Banded Antbird,,t
1911,Dicrurus adsimilis,Fork-tailed Drongo,,t
1912,Dicrurus aeneus,Bronzed Drongo,,t
1913,Dicrurus andamanensis,Andaman Drongo,,t
1914,Dicrurus annectens,Crow-billed Drongo,,f
1915,Dicrurus atripennis,Shining Drongo,,t
1916,Dicrurus balicassius,Balicassiao,,t
1917,Dicrurus bracteatus,Spangled Drongo,,t
1918,Dicrurus caerulescens,White-bellied Drongo,,t
1919,Dicrurus divaricatus,Glossy-backed Drongo,,t
1920,Dicrurus forficatus,Crested Drongo,,t
1921,Dicrurus hottentottus,Hair-crested Drongo,,t
1922,Dicrurus leucophaeus,Ashy Drongo,,t
1923,Dicrurus ludwigii,Square-tailed Drongo,,t
1924,Dicrurus macrocercus,Black Drongo,,t
1925,Dicrurus montanus,Sulawesi Drongo,,t
1926,Dicrurus paradiseus,Greater Racket-tailed Drongo,,t
1927,Dicrurus remifer,Lesser Racket-tailed Drongo,,t
1928,Diglossa albilatera,White-sided Flowerpiercer,,t
1930,Diglossa brunneiventris,Black-throated Flowerpiercer,,t
1931,Diglossa caerulescens,Bluish Flowerpiercer,,t
1932,Diglossa cyanea,Masked Flowerpiercer,,t
1933,Diglossa glauca,Deep-blue Flowerpiercer,,t
1934,Diglossa gloriosissima,Chestnut-bellied Flowerpiercer,,t
1935,Diglossa humeralis,Black Flowerpiercer,,t
1936,Diglossa indigotica,Indigo Flowerpiercer,,t
1937,Diglossa lafresnayii,Glossy Flowerpiercer,,t
1938,Diglossa mystacalis,Moustached Flowerpiercer,,t
1940,Diglossa sittoides,Rusty Flowerpiercer,,t
1941,Dinemellia dinemelli,White-headed Buffalo-Weaver,,t
1942,Dinopium benghalense,Black-rumped Flameback,,t
1943,Dinopium javanense,Common Flameback,,t
1944,Dinopium rafflesii,Olive-backed Woodpecker,,t
1945,Diomedea exulans,Snowy Albatross,2253,f
1946,Diopsittaca nobilis,Red-shouldered Macaw,,t
1949,Dives warczewiczi,Scrub Blackbird,,t
1950,Dog,Dog,,f
1953,Donacospiza albifrons,Long-tailed Reed Finch,,t
1956,Drepanornis albertisi,Black-billed Sicklebill,,f
1957,Dromas ardeola,Crab-Plover,,t
1958,Dromococcyx pavoninus,Pavonine Cuckoo,,t
1960,Drymodes brunneopygia,Southern Scrub-Robin,,t
1961,Drymophila caudata,East Andean Antbird,,f
1962,Drymophila devillei,Striated Antbird,,t
1963,Drymophila ferruginea,Ferruginous Antbird,,t
1964,Drymophila genei,Rufous-tailed Antbird,,t
1965,Drymophila hellmayri,Santa Marta Antbird,,t
1966,Drymophila klagesi,Klages's Antbird,,t
1967,Drymophila malura,Dusky-tailed Antbird,,t
1968,Drymophila ochropyga,Ochre-rumped Antbird,,t
1969,Drymophila rubricollis,Bertoni's Antbird,,t
1970,Drymophila squamata,Scaled Antbird,,t
1971,Drymophila striaticeps,Streak-headed Antbird,,t
1972,Drymornis bridgesii,Scimitar-billed Woodcreeper,,t
1973,Dryobates affinis,Red-stained Woodpecker,,t
1977,Dryobates callonotus,Scarlet-backed Woodpecker,,t
1978,Dryobates cassini,Golden-collared Woodpecker,,t
1979,Dryobates cathpharius,Crimson-naped Woodpecker,,t
1980,Dryobates dignus,Yellow-vented Woodpecker,,t
1981,Dryobates frontalis,Dot-fronted Woodpecker,,t
1984,Dryobates lignarius,Striped Woodpecker,,t
1985,Dryobates maculifrons,Yellow-eared Woodpecker,,f
1986,Dryobates minor,Lesser Spotted Woodpecker,,t
1987,Dryobates mixtus,Checkered Woodpecker,,t
1988,Dryobates nigriceps,Bar-bellied Woodpecker,,t
1990,Dryobates passerinus,Little Woodpecker,,t
1993,Dryobates spilogaster,White-spotted Woodpecker,,t
1996,Dryocopus javensis,White-bellied Woodpecker,,t
2000,Dryocopus schulzii,Black-bodied Woodpecker,,f
2001,Dryolimnas cuvieri,White-throated Rail,,t
2002,Dryophytes andersonii,Pine Barrens Treefrog,,f
2004,Dryophytes avivoca,Bird-voiced Treefrog,,f
2006,Dryophytes cinereus,Green Treefrog,,f
2007,Dryophytes femoralis,Pine Woods Treefrog,,f
2008,Dryophytes gratiosus,Barking Treefrog,,f
2009,Dryophytes squirellus,Squirrel Treefrog,,f
2011,Dryoscopus cubla,Black-backed Puffback,,t
2012,Dryoscopus gambensis,Northern Puffback,,t
2013,Dryotriorchis spectabilis,Congo Serpent-Eagle,,f
2014,Dubusia castaneoventris,Chestnut-bellied Mountain Tanager,,t
2015,Dubusia taeniata,Buff-breasted Mountain Tanager,,t
2016,Ducula aenea,Green Imperial-Pigeon,,t
2017,Ducula badia,Mountain Imperial-Pigeon,,t
2018,Ducula basilica,Cinnamon-bellied Imperial-Pigeon,,t
2019,Ducula bicolor,Pied Imperial-Pigeon,,f
2020,Ducula concinna,Elegant Imperial-Pigeon,,t
2021,Ducula lacernulata,Dark-backed Imperial-Pigeon,,t
2022,Ducula latrans,Peale's Imperial-Pigeon,,t
2023,Ducula pacifica,Pacific Imperial-Pigeon,,t
2024,Ducula perspicillata,Spectacled Imperial-Pigeon,,t
2025,Ducula pinon,Pinon's Imperial-Pigeon,,t
2026,Ducula pistrinaria,Island Imperial-Pigeon,,t
2027,Ducula poliocephala,Pink-bellied Imperial-Pigeon,,f
2028,Ducula rubricera,Red-knobbed Imperial-Pigeon,,t
2029,Ducula spilorrhoa,Torresian Imperial-Pigeon,,f
2030,Ducula zoeae,Zoe's Imperial-Pigeon,,t
2032,Dumetella carolinensis,Grey Catbird,148,t
2033,Dumetia atriceps,Dark-fronted Babbler,,f
2034,Dumetia hyperythra,Tawny-bellied Babbler,,t
2035,Dysithamnus leucostictus,White-streaked Antvireo,,t
2037,Dysithamnus occidentalis,Bicoloured Antvireo,,t
2038,Dysithamnus plumbeus,Plumbeous Antvireo,,t
2040,Dysithamnus stictothorax,Spot-breasted Antvireo,,t
2042,Dysithamnus xanthopterus,Rufous-backed Antvireo,,t
2043,Eclectus roratus,Moluccan Eclectus,,t
2044,Edolisoma montanum,Black-bellied Cicadabird,,t
2045,Edolisoma tenuirostre,Common Cicadabird,,t
2050,Egretta novaehollandiae,White-faced Heron,,t
2052,Egretta sacra,Pacific Reef-Heron,,f
2054,Egretta tricolor,Tricoloured Heron,2003,t
2055,Elachura formosa,Spotted Elachura,,t
2057,Elaenia brachyptera,Coopmans's Elaenia,,t
2059,Elaenia cristata,Plain-crested Elaenia,,t
2063,Elaenia gigas,Mottle-backed Elaenia,,t
2065,Elaenia mesoleuca,Olivaceous Elaenia,,t
2066,Elaenia obscura,Highland Elaenia,,t
2067,Elaenia olivina,Tepui Elaenia,,f
2068,Elaenia pallatangae,Sierran Elaenia,,t
2069,Elaenia parvirostris,Small-billed Elaenia,,t
2070,Elaenia ruficeps,Rufous-crowned Elaenia,,t
2071,Elaenia sordida,Small-headed Elaenia,,t
2072,Elaenia spectabilis,Large Elaenia,,t
2073,Elaenia strepera,Slaty Elaenia,,t
2079,Eleoscytalopus indigoticus,White-breasted Tapaculo,,t
2080,Eleothreptus anomalus,Sickle-winged Nightjar,,t
2081,Eleutherodactylus planirostris,Greenhouse Frog,,f
2082,Elliotomyia chionogaster,White-bellied Hummingbird,,f
2083,Elminia albonotata,White-tailed Crested Flycatcher,,t
2084,Elminia longicauda,African Blue Flycatcher,,t
2085,Elseyornis melanops,Black-fronted Dotterel,,t
2086,Emarginata sinuata,Sickle-winged Chat,,f
2088,Emberiza bruniceps,Red-headed Bunting,,t
2089,Emberiza buchanani,Grey-necked Bunting,,t
2090,Emberiza cabanisi,Cabanis's Bunting,,t
2092,Emberiza calandra,Corn Bunting,,t
2093,Emberiza capensis,Cape Bunting,,t
2097,Emberiza cioides,Meadow Bunting,,t
2101,Emberiza flaviventris,Golden-breasted Bunting,,t
2102,Emberiza fucata,Chestnut-eared Bunting,,t
2103,Emberiza godlewskii,Godlewski's Bunting,,t
2105,Emberiza impetuani,Lark-like Bunting,,t
2106,Emberiza lathami,Crested Bunting,,t
2109,Emberiza pallasi,Pallas's Reed Bunting,1596,t
2112,Emberiza sahari,House Bunting,,t
2113,Emberiza schoeniclus,Common Reed Bunting,1712,t
2114,Emberiza spodocephala,Black-faced Bunting,,t
2115,Emberiza stewarti,White-capped Bunting,,t
2116,Emberiza striolata,Striolated Bunting,,t
2117,Emberiza sulphurata,Yellow Bunting,,t
2118,Emberiza tahapisi,Cinnamon-breasted Bunting,,t
2119,Emberiza tristrami,Tristram's Bunting,,t
2120,Emberiza variabilis,Grey Bunting,1234,t
2121,Emberiza yessoensis,Ochre-rumped Bunting,,t
2123,Emberizoides ypiranganus,Lesser Grass-Finch,,t
2124,Embernagra longicauda,Pale-throated Pampa-Finch,,t
2125,Embernagra platensis,Great Pampa-Finch,,t
2126,Eminia lepida,Grey-capped Warbler,,t
2141,Empidonax wrightii,Grey Flycatcher,1243,t
2144,Engine,Engine,,f
2145,Enicognathus ferrugineus,Austral Parakeet,,t
2146,Enicognathus leptorhynchus,Slender-billed Parakeet,,t
2147,Enicurus leschenaulti,White-crowned Forktail,,t
2148,Enicurus maculatus,Spotted Forktail,,t
2149,Enicurus schistaceus,Slaty-backed Forktail,,t
2150,Entomodestes coracinus,Black Solitaire,,t
2151,Entomodestes leucotis,White-eared Solitaire,,t
2152,Entomyzon cyanotis,Blue-faced Honeyeater,,t
2153,Environmental,Environmental,,f
2154,Eolophus roseicapilla,Galah,,t
2155,Eophona migratoria,Yellow-billed Grosbeak,,t
2156,Eophona personata,Japanese Grosbeak,,t
2157,Eopsaltria australis,Eastern Yellow Robin,,t
2158,Epimachus fastosus,Black Sicklebill,,t
2159,Epimachus meyeri,Brown Sicklebill,,t
2160,Epinecrophylla amazonica,Rio Madeira Stipplethroat,,t
2161,Epinecrophylla erythrura,Rufous-tailed Stipplethroat,,t
2163,Epinecrophylla gutturalis,Brown-bellied Stipplethroat,,t
2164,Epinecrophylla haematonota,Rufous-backed Stipplethroat,,t
2165,Epinecrophylla leucophthalma,White-eyed Stipplethroat,,t
2166,Epinecrophylla ornata,Ornate Stipplethroat,,t
2167,Epinecrophylla spodionota,Foothill Stipplethroat,,t
2168,Epthianura tricolor,Crimson Chat,,f
2169,Eremomela gregalis,Yellow-rumped Eremomela,,t
2170,Eremomela icteropygialis,Yellow-bellied Eremomela,,t
2171,Eremomela pusilla,Senegal Eremomela,,t
2172,Eremomela scotops,Greencap Eremomela,,f
2173,Eremophila alpestris,Shore Lark,126,t
2174,Eremopterix griseus,Ashy-crowned Sparrow-Lark,,t
2175,Eremopterix hova,Madagascar Lark,,t
2176,Eremopterix nigriceps,Black-crowned Sparrow-Lark,,t
2178,Erpornis zantholeuca,White-bellied Erpornis,,t
2179,Erythrocercus holochlorus,Yellow Flycatcher,,f
2180,Erythrogenys erythrocnemis,Black-necklaced Scimitar-Babbler,,f
2181,Erythrogenys erythrogenys,Rusty-cheeked Scimitar-Babbler,,f
2182,Erythrogenys gravivox,Black-streaked Scimitar-Babbler,,f
2183,Erythrogenys hypoleucos,Large Scimitar-Babbler,,f
2184,Erythrogenys mcclellandi,Spot-breasted Scimitar-Babbler,,f
2185,Erythrogenys swinhoei,Grey-sided Scimitar-Babbler,,f
2186,Erythropitta arquata,Blue-banded Pitta,,t
2187,Erythropitta erythrogaster,Philippine Pitta,,t
2188,Erythropitta granatina,Garnet Pitta,,t
2189,Erythropitta macklotii,South Papuan Pitta,,t
2190,Erythropitta rufiventris,North Moluccan Pitta,,t
2191,Erythropitta ussheri,Black-crowned Pitta,,t
2192,Erythrura trichroa,Blue-faced Parrotfinch,,f
2193,Esacus magnirostris,Beach Thick-knee,,t
2194,Esacus recurvirostris,Great Thick-knee,,t
2197,Estrilda nonnula,Black-crowned Waxbill,,t
2198,Estrilda paludicola,Fawn-breasted Waxbill,,f
2201,Eubucco richardsoni,Lemon-throated Barbet,,t
2203,Euchrepomis humeralis,Chestnut-shouldered Antwren,,t
2204,Euchrepomis spodioptila,Ash-winged Antwren,,t
2205,Eucometis penicillata,Grey-headed Tanager,2329,t
2207,Eudromia elegans,Elegant Crested-Tinamou,,t
2208,Eudynamys melanorhynchus,Black-billed Koel,,t
2209,Eudynamys orientalis,Pacific Koel,,t
2210,Eudynamys scolopaceus,Asian Koel,,t
2211,Eudyptes chrysocome,Southern Rockhopper Penguin,,f
2212,Eudyptula minor,Little Penguin,,t
2215,Eugralla paradoxa,Ochre-flanked Tapaculo,,t
2217,Eumyias albicaudatus,Nilgiri Flycatcher,,t
2218,Eumyias indigo,Indigo Flycatcher,,t
2219,Eumyias panayensis,Turquoise Flycatcher,,t
2220,Eumyias thalassinus,Verditer Flycatcher,,t
2221,Eunemobius carolinus,Carolina Ground Cricket,,f
2222,Eunemobius confusus,Confused Ground Cricket,,f
2225,Eupetes macrocerus,Malaysian Rail-babbler,,t
2226,Eupetomena cirrochloris,Sombre Hummingbird,,f
2227,Eupetomena macroura,Swallow-tailed Hummingbird,,t
2233,Euphonia cayennensis,Golden-sided Euphonia,,t
2234,Euphonia chalybea,Green-throated Euphonia,,t
2235,Euphonia chlorotica,Purple-throated Euphonia,,t
2236,Euphonia chrysopasta,Golden-bellied Euphonia,,t
2237,Euphonia concinna,Velvet-fronted Euphonia,,t
2238,Euphonia finschi,Finsch's Euphonia,,t
2245,Euphonia mesochrysa,Bronze-green Euphonia,,t
2247,Euphonia pectoralis,Chestnut-bellied Euphonia,,t
2248,Euphonia plumbea,Plumbeous Euphonia,,t
2249,Euphonia rufiventris,Rufous-bellied Euphonia,,t
2250,Euphonia trinitatis,Trinidad Euphonia,,t
2251,Euphonia violacea,Violaceous Euphonia,,t
2254,Euplectes ardens,Red-collared Widowbird,,f
2255,Euplectes capensis,Yellow Bishop,,t
2257,Euplectes hordeaceus,Black-winged Bishop,,t
2258,Euplectes orix,Southern Red Bishop,,t
2259,Euplectes progne,Long-tailed Widowbird,,t
2260,Eupodotis afra,Black Bustard,,f
2261,Eupodotis afraoides,White-quilled Bustard,,t
2262,Eupodotis caerulescens,Blue Bustard,,f
2263,Eupodotis ruficrista,Red-crested Bustard,,t
2264,Eupodotis senegalensis,White-bellied Bustard,,t
2265,Eupodotis vigorsii,Karoo Bustard,,t
2266,Eupsittula aurea,Peach-fronted Parakeet,,t
2267,Eupsittula cactorum,Cactus Parakeet,,t
2272,Eurillas ansorgei,Ansorge's Greenbul,,f
2273,Eurillas curvirostris,Plain Greenbul,,t
2274,Eurillas latirostris,Yellow-whiskered Greenbul,,t
2275,Eurillas virens,Little Greenbul,,t
2276,Eurocephalus ruppelli,White-rumped Shrike,,t
2277,Eurostopodus argus,Spotted Nightjar,,f
2278,Eurostopodus mystacalis,White-throated Nightjar,,t
2279,Eurylaimus javanicus,Banded Broadbill,,t
2280,Eurylaimus ochromalus,Black-and-yellow Broadbill,,t
2282,Eurystomus glaucurus,Broad-billed Roller,,t
2283,Eurystomus orientalis,Dollarbird,,t
2284,Euscarthmus fulviceps,Fulvous-faced Scrub-Tyrant,,f
2285,Euscarthmus meloryphus,Fulvous-crowned Scrub-Tyrant,,t
2286,Euscarthmus rufomarginatus,Rufous-sided Scrub-Tyrant,,t
2288,Falco amurensis,Amur Falcon,,t
2289,Falco berigora,Brown Falcon,,f
2297,Falco rusticolus,Gyr Falcon,346,f
2300,Falco tinnunculus,Common Kestrel,1112,t
2302,Falculea palliata,Sickle-billed Vanga,,t
2303,Falcunculus frontatus,Eastern Shrike-tit,,t
2307,Ficedula basilanica,Little Slaty Flycatcher,,t
2308,Ficedula dumetoria,Rufous-chested Flycatcher,,t
2309,Ficedula elisae,Green-backed Flycatcher,,t
2310,Ficedula erithacus,Slaty-backed Flycatcher,,t
2311,Ficedula hodgsoni,Pygmy Flycatcher,,f
2312,Ficedula hyperythra,Snowy-browed Flycatcher,,t
2316,Ficedula nigrorufa,Black-and-orange Flycatcher,,t
2318,Ficedula ruficauda,Rusty-tailed Flycatcher,,t
2320,Ficedula strophiata,Rufous-gorgeted Flycatcher,,t
2321,Ficedula subrubra,Kashmir Flycatcher,,f
2322,Ficedula superciliaris,Ultramarine Flycatcher,,t
2323,Ficedula tricolor,Slaty-blue Flycatcher,,t
2324,Ficedula westermanni,Little Pied Flycatcher,,t
2325,Ficedula zanthopygia,Yellow-rumped Flycatcher,,t
2326,Fireworks,Fireworks,,f
2327,Florisuga fusca,Black Jacobin,,t
2329,Fluvicola albiventer,Black-backed Water-Tyrant,,t
2330,Fluvicola nengeta,Masked Water-Tyrant,,t
2333,Formicarius colma,Rufous-capped Antthrush,,t
2334,Formicarius moniliger,Mayan Antthrush,,t
2336,Formicarius rufifrons,Rufous-fronted Antthrush,,t
2338,Formicivora acutirostris,Marsh Antwren,,f
2339,Formicivora erythronotos,Black-hooded Antwren,,t
2340,Formicivora grantsaui,Sincora Antwren,,t
2341,Formicivora grisea,Southern White-fringed Antwren,2280,t
2342,Formicivora iheringi,Narrow-billed Antwren,,t
2343,Formicivora melanogaster,Black-bellied Antwren,,t
2344,Formicivora rufa,Rusty-backed Antwren,,t
2345,Formicivora serrana,Serra Antwren,,t
2346,Forpus coelestis,Pacific Parrotlet,,t
2349,Forpus modestus,Dusky-billed Parrotlet,,t
2351,Forpus xanthopterygius,Cobalt-rumped Parrotlet,,t
2352,Foudia madagascariensis,Red Fody,,t
2353,Foudia rubra,Mauritius Fody,,t
2354,Foulehaio carunculatus,Eastern Wattled-Honeyeater,,t
2355,Foulehaio procerior,Western Wattled-Honeyeater,,t
2357,Francolinus pictus,Painted Francolin,,t
2358,Francolinus pintadeanus,Chinese Francolin,,t
2359,Fraseria caerulescens,Ashy Flycatcher,,t
2360,Fraseria griseigularis,Grey-throated Tit-Flycatcher,,t
2361,Fraseria ocreata,African Forest-Flycatcher,,t
2362,Fraseria plumbea,Grey Tit-Flycatcher,,t
2364,Frederickena fulva,Fulvous Antshrike,,t
2365,Frederickena unduliger,Undulated Antshrike,,f
2366,Frederickena viridis,Black-throated Antshrike,,t
2367,Fregata andrewsi,Christmas Island Frigatebird,,f
2375,Fulica ardesiaca,Slate-coloured Coot,,t
2376,Fulica armillata,Red-gartered Coot,,t
2379,Fulica gigantea,Giant Coot,,t
2380,Fulica rufifrons,Red-fronted Coot,,t
2382,Fulvetta formosana,Taiwan Fulvetta,,t
2383,Fulvetta ruficapilla,Spectacled Fulvetta,,f
2384,Fulvetta vinipectus,White-browed Fulvetta,,t
2385,Furnarius cristatus,Crested Hornero,,t
2386,Furnarius figulus,Wing-banded Hornero,,t
2387,Furnarius leucopus,Pale-legged Hornero,,t
